_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,Latitude,Longitude
66b802457ce0860a5a5c52de,Xadrez de madeira,brinquedos,27.87,1.7671195645,2022-07-10,Bruno Rodrigues,SC,5,cartao_credito,5,-27.45,-50.95
66b802457ce0860a5a5c52df,Assistente virtual,eletronicos,317.68,17.8039194653,2022-07-10,Mariana Ferreira,PA,5,cartao_credito,2,-3.79,-52.48
66b802457ce0860a5a5c52e0,Cama king,moveis,783.56,39.3066518016,2022-07-10,Bruno Rodrigues,SP,5,cartao_credito,12,-22.19,-48.79
66b802457ce0860a5a5c52e1,Ciência de dados com python,livros,94.93,2.6391759786,2022-07-10,Larissa Alves,DF,2,boleto,1,-15.83,-47.86
66b802457ce0860a5a5c52e2,Tablet ABXY,eletronicos,2015.24,108.7045826911,2022-07-10,Larissa Alves,DF,5,cartao_credito,2,-15.83,-47.86
66b802457ce0860a5a5c52e3,Smartwatch,eletronicos,266.47,20.5683402158,2022-07-10,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
66b802457ce0860a5a5c52e4,Pandeiro,instrumentos musicais,93.98,2.5885913366,2022-07-10,Rafael Costa,RJ,4,cartao_credito,1,-22.25,-42.66
66b802457ce0860a5a5c52e5,Ciência de dados com python,livros,73.49,1.4975604788,2022-07-10,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
66b802457ce0860a5a5c52e6,Impressora,eletronicos,476.11,26.2912730011,2022-07-10,Camila Ribeiro,MG,4,cartao_credito,1,-18.1,-44.38
66b802457ce0860a5a5c52e7,Cadeira de escritório,moveis,512.93,24.8964184659,2022-07-10,Felipe Santos,MG,5,cartao_credito,1,-18.1,-44.38
66b802457ce0860a5a5c52e8,Mochila,esporte e lazer,143.82,5.2424213978,2022-07-10,Rafael Costa,RJ,5,cartao_credito,4,-22.25,-42.66
66b802457ce0860a5a5c52e9,Dashboards com Power BI,livros,46.91,0.0,2022-07-10,Juliana Costa,ES,5,cartao_credito,2,-19.19,-40.34
66b802457ce0860a5a5c52f0,Bola de basquete,esporte e lazer,74.44,4.8521212294,2021-08-10,Bianca Santos,SC,5,boleto,1,-27.45,-50.95
66b802457ce0860a5a5c52f1,Bicicleta,esporte e lazer,606.86,29.8979083865,2021-08-10,Rafael Costa,BA,3,cartao_credito,5,-13.29,-41.71
66b802457ce0860a5a5c52f2,Xadrez de madeira,brinquedos,49.19,3.5076346916,2022-08-10,Thiago Silva,SP,4,cupom,1,-22.19,-48.79
66b802457ce0860a5a5c52f3,Cômoda,moveis,378.94,17.7618540619,2022-08-10,Camila Ribeiro,GO,5,boleto,1,-15.98,-49.86
66b802457ce0860a5a5c52f4,Iniciando em programação,livros,75.8,4.3192478717,2022-08-10,Isabella Pereira,MS,2,boleto,1,-20.51,-54.54
66b802457ce0860a5a5c52f5,Tablet ABXY,eletronicos,1205.02,61.7481288798,2022-08-10,Beatriz Moraes,PE,5,boleto,1,-8.38,-37.86
66b802457ce0860a5a5c52f6,Bateria,instrumentos musicais,952.86,48.3213674788,2022-08-10,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
66b802457ce0860a5a5c52f7,Modelagem preditiva,livros,106.3,6.1912597318,2022-08-10,Isabella Pereira,SC,1,cartao_credito,1,-27.45,-50.95
66b802457ce0860a5a5c52f8,Dinossauro Rex,brinquedos,28.41,0.0,2022-08-10,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
66b802457ce0860a5a5c52f9,Carrinho controle remoto,brinquedos,90.51,2.4038242758,2022-08-10,Lucas Oliveira,SP,4,cartao_credito,2,-22.19,-48.79
66b802457ce0860a5a5c52fa,Tablet ABXY,eletronicos,2060.13,107.2801638637,2022-08-10,Isabella Pereira,SP,4,cartao_credito,3,-22.19,-48.79
66b802457ce0860a5a5c52fb,Blocos de montar,brinquedos,49.96,0.0,2022-08-10,Larissa Alves,PR,4,boleto,1,-24.89,-51.55
66b802457ce0860a5a5c52fc,Guarda roupas,moveis,688.44,45.7517452595,2022-08-10,João Souza,RJ,5,cartao_credito,3,-22.25,-42.66
66b802457ce0860a5a5c52fd,Cama king,moveis,1231.6,66.1100993751,2022-08-10,João Souza,RJ,5,cartao_credito,5,-22.25,-42.66
66b802457ce0860a5a5c52fe,Mesa de jantar,moveis,461.26,24.8494841559,2022-08-10,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
66b802457ce0860a5a5c5307,Micro-ondas,eletrodomesticos,645.48,31.954307202,2021-09-10,Isabella Pereira,RJ,5,cartao_credito,3,-22.25,-42.66
66b802457ce0860a5a5c5308,Copo térmico,esporte e lazer,88.76,2.3106420405,2021-09-10,Juliana Costa,DF,4,cartao_credito,1,-15.83,-47.86
66b802457ce0860a5a5c5309,Violão,instrumentos musicais,397.84,21.4669090454,2021-09-10,Beatriz Moraes,MT,5,cartao_credito,3,-12.64,-55.42
66b802457ce0860a5a5c530a,Guitarra,instrumentos musicais,1004.7,53.7803783655,2021-09-10,Juliana Costa,MG,4,cartao_credito,4,-18.1,-44.38
66b802457ce0860a5a5c530b,Celular Plus X42,eletronicos,2221.4,119.171282307,2021-09-10,Rafael Costa,RJ,4,cartao_credito,1,-22.25,-42.66
66b802457ce0860a5a5c530c,Iniciando em programação,livros,70.71,1.3495338422,2021-09-10,Pedro Gomes,MG,1,cartao_credito,3,-18.1,-44.38
66b802457ce0860a5a5c530d,Xadrez de madeira,brinquedos,41.55,0.0,2021-09-10,Rafael Costa,MG,5,cartao_credito,5,-18.1,-44.38
66b802457ce0860a5a5c530e,Xadrez de madeira,brinquedos,35.02,2.3958141708,2022-09-10,Bruno Rodrigues,RS,4,boleto,1,-30.17,-53.5
66b802457ce0860a5a5c530f,Lava louças,eletrodomesticos,1742.09,99.1406659552,2022-09-10,Rafael Costa,BA,5,cartao_credito,1,-13.29,-41.71
66b802457ce0860a5a5c5310,Mochila,esporte e lazer,136.31,7.7892019496,2022-09-10,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
66b802457ce0860a5a5c5311,Geladeira,eletrodomesticos,3227.68,172.7526650105,2022-09-10,Pedro Gomes,SP,5,cartao_credito,2,-22.19,-48.79
66b802457ce0860a5a5c5312,Dinossauro Rex,brinquedos,19.07,0.0,2022-09-10,Mariana Ferreira,RJ,4,boleto,1,-22.25,-42.66
66b802457ce0860a5a5c5313,Guitarra,instrumentos musicais,1268.14,68.0509049125,2022-09-10,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
66b802457ce0860a5a5c5318,Iniciando em programação,livros,52.73,0.0,2021-10-10,Beatriz Moraes,MS,4,cartao_credito,2,-20.51,-54.54
66b802457ce0860a5a5c5319,Geladeira,eletrodomesticos,2144.77,111.7869892324,2021-10-10,Pedro Gomes,SP,5,cartao_credito,2,-22.19,-48.79
66b802457ce0860a5a5c531a,Tablet ABXY,eletronicos,1462.0,78.3733667033,2021-10-10,Beatriz Moraes,GO,5,cartao_credito,2,-15.98,-49.86
66b802457ce0860a5a5c531b,Headset,eletronicos,320.87,17.6164667186,2021-10-10,Thiago Silva,MG,1,boleto,1,-18.1,-44.38
66b802457ce0860a5a5c531c,Mesa de jantar,moveis,217.18,9.1486207013,2021-10-10,Juliana Costa,SP,5,cartao_credito,2,-22.19,-48.79
66b802457ce0860a5a5c531d,Guitarra,instrumentos musicais,870.23,43.9215685632,2021-10-10,Thiago Silva,ES,5,cartao_credito,1,-19.19,-40.34
66b802457ce0860a5a5c531e,Jogo de copos,utilidades domesticas,36.63,0.0,2021-10-10,Larissa Alves,MG,1,cartao_credito,3,-18.1,-44.38
66b802457ce0860a5a5c531f,Panela de pressão,utilidades domesticas,108.25,6.2950913654,2021-10-10,João Souza,MG,5,cartao_credito,8,-18.1,-44.38
66b802457ce0860a5a5c5320,Ciência de dados com python,livros,50.65,8.938895511,2021-10-10,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
66b802457ce0860a5a5c5321,Panela de pressão,utilidades domesticas,97.73,2.7882675551,2022-10-10,Bianca Santos,SC,4,cartao_credito,1,-27.45,-50.95
66b802457ce0860a5a5c5322,Pandeiro,instrumentos musicais,107.88,8.9081017762,2022-10-10,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
66b802457ce0860a5a5c5323,Cadeira de escritório,moveis,535.78,34.9082875226,2022-10-10,João Souza,SP,5,cartao_credito,10,-22.19,-48.79
66b802457ce0860a5a5c5324,Kit banquetas,moveis,416.74,22.721255803,2022-10-10,Bianca Santos,SP,3,cartao_credito,3,-22.19,-48.79
66b802457ce0860a5a5c5325,Jogo de panelas,utilidades domesticas,105.35,6.4979857397,2022-10-10,Camila Ribeiro,PR,2,cartao_credito,8,-24.89,-51.55
66b802457ce0860a5a5c5326,Mochila,esporte e lazer,149.28,5.5331499719,2022-10-10,Mariana Ferreira,PR,5,cupom,1,-24.89,-51.55
66b802457ce0860a5a5c5327,Guitarra,instrumentos musicais,1253.94,64.3529717087,2022-10-10,Isabella Pereira,MG,5,cartao_credito,1,-18.1,-44.38
66b802457ce0860a5a5c5328,Smart TV,eletronicos,2083.91,111.4930427826,2022-10-10,Isabella Pereira,MG,5,cupom,1,-18.1,-44.38
66b802457ce0860a5a5c5329,Assistente virtual,eletronicos,278.03,15.3353655986,2022-10-10,Felipe Santos,PI,3,cartao_credito,1,-6.6,-42.28
66b802457ce0860a5a5c532a,Mesa de centro,moveis,203.16,11.7060739877,2022-10-10,Lucas Oliveira,PE,3,cartao_credito,1,-8.38,-37.86
66b802457ce0860a5a5c5333,Mesa de jantar,moveis,203.54,11.1210185782,2021-11-10,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
66b802457ce0860a5a5c5334,Bateria,instrumentos musicais,1000.21,50.8426125309,2021-11-10,Bianca Santos,SP,4,boleto,1,-22.19,-48.79
66b802457ce0860a5a5c5335,Bola de basquete,esporte e lazer,93.05,2.5390716344,2021-11-10,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
66b802457ce0860a5a5c5336,Blocos de montar,brinquedos,48.05,10.3605275639,2021-11-10,Isabella Pereira,CE,5,cartao_credito,1,-5.2,-39.53
66b802457ce0860a5a5c5337,Micro-ondas,eletrodomesticos,402.34,19.0078336652,2021-11-10,Pedro Gomes,SP,5,cartao_credito,2,-22.19,-48.79
66b802457ce0860a5a5c5338,Dashboards com Power BI,livros,51.53,0.0,2021-11-10,João Souza,DF,4,cartao_credito,2,-15.83,-47.86
66b802457ce0860a5a5c5339,Lavadora de roupas,eletrodomesticos,1856.37,96.430556856,2021-11-10,Larissa Alves,PR,3,cartao_credito,8,-24.89,-51.55
66b802457ce0860a5a5c533a,Pandeiro,instrumentos musicais,99.49,5.5806691026,2021-11-10,Rafael Costa,PR,4,cartao_credito,12,-24.89,-51.55
66b802457ce0860a5a5c533b,Sofá retrátil,moveis,801.14,42.9414207562,2021-11-10,Larissa Alves,PR,5,cartao_credito,10,-24.89,-51.55
66b802457ce0860a5a5c533c,Cubo mágico 8x8,brinquedos,13.02,0.0,2021-11-10,Juliana Costa,MG,5,boleto,1,-18.1,-44.38
66b802457ce0860a5a5c533d,Lavadora de roupas,eletrodomesticos,1802.7,107.6343799543,2021-11-10,Rafael Costa,RS,4,cartao_credito,1,-30.17,-53.5
66b802457ce0860a5a5c533e,Jogo de tabuleiro,brinquedos,323.39,14.8039836787,2021-11-10,Beatriz Moraes,MG,1,cartao_credito,4,-18.1,-44.38
66b802457ce0860a5a5c533f,Jogo de tabuleiro,brinquedos,213.84,8.9707757493,2021-11-10,João Souza,MG,4,cartao_credito,6,-18.1,-44.38
66b802457ce0860a5a5c5340,Smart TV,eletronicos,1700.74,88.1437275539,2022-11-10,Juliana Costa,SP,4,cartao_credito,5,-22.19,-48.79
66b802457ce0860a5a5c5341,Dashboards com Power BI,livros,44.24,0.0,2022-11-10,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
66b802457ce0860a5a5c5342,Jogo de tabuleiro,brinquedos,196.4,8.0421482159,2022-11-10,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
66b802457ce0860a5a5c5343,Faqueiro,utilidades domesticas,49.4,5.7942177076,2022-11-10,Thiago Silva,SP,5,cartao_credito,3,-22.19,-48.79
66b802457ce0860a5a5c5344,Ciência de dados com python,livros,67.12,1.1583771423,2022-11-10,Bruno Rodrigues,MG,1,cartao_credito,3,-18.1,-44.38
66b802457ce0860a5a5c5345,Sofá retrátil,moveis,950.49,48.1951721088,2022-11-10,Camila Ribeiro,PR,1,cartao_credito,5,-24.89,-51.55
66b802457ce0860a5a5c5346,Smart TV,eletronicos,1922.67,102.9074978576,2022-11-10,Bruno Rodrigues,SC,5,boleto,1,-27.45,-50.95
66b802457ce0860a5a5c5347,Sofá retrátil,moveis,894.61,59.2813193556,2022-11-10,Thiago Silva,PR,5,cartao_credito,7,-24.89,-51.55
66b802457ce0860a5a5c5348,TV Led UHD 4K,eletronicos,3240.02,173.052422237,2022-11-10,João Souza,SP,1,cartao_credito,1,-22.19,-48.79
66b802457ce0860a5a5c5349,Cadeira de escritório,moveis,474.82,22.8671756161,2022-11-10,Isabella Pereira,SP,5,cartao_credito,3,-22.19,-48.79
66b802457ce0860a5a5c534a,Corda de pular,esporte e lazer,30.22,0.0,2022-11-10,Juliana Costa,SP,1,cartao_credito,1,-22.19,-48.79
66b802457ce0860a5a5c534b,Smart TV,eletronicos,2216.24,115.5925517218,2022-11-10,Rafael Costa,MG,5,cartao_credito,10,-18.1,-44.38
66b802457ce0860a5a5c5356,Kit banquetas,moveis,450.15,21.5535723335,2021-12-10,Lucas Oliveira,BA,5,cartao_credito,8,-13.29,-41.71
66b802457ce0860a5a5c5357,Cama king,moveis,942.89,47.7904949726,2021-12-10,Larissa Alves,RS,5,cartao_credito,7,-30.17,-53.5
66b802457ce0860a5a5c5358,Tablet ABXY,eletronicos,2313.54,123.4721708464,2021-12-10,João Souza,SP,3,cartao_credito,5,-22.19,-48.79
66b802457ce0860a5a5c5359,Bola de vôlei,esporte e lazer,75.97,1.629613018,2021-12-10,Mariana Ferreira,MG,4,cartao_credito,2,-18.1,-44.38
66b802457ce0860a5a5c535a,Dinossauro Rex,brinquedos,27.41,0.0,2021-12-10,Bruno Rodrigues,MG,5,boleto,1,-18.1,-44.38
66b802457ce0860a5a5c535b,Celular ABXY,eletronicos,1790.48,92.9221125797,2021-12-10,Felipe Santos,SP,5,cartao_credito,6,-22.19,-48.79
66b802457ce0860a5a5c535c,Pandeiro,instrumentos musicais,117.45,6.5369850717,2021-12-10,João Souza,SP,5,cartao_credito,4,-22.19,-48.79
66b802457ce0860a5a5c535d,Fone de ouvido,eletronicos,167.81,9.4664821849,2021-12-10,Felipe Santos,SP,3,cartao_credito,1,-22.19,-48.79
66b802457ce0860a5a5c535e,Bola de basquete,esporte e lazer,94.61,2.6221369413,2021-12-10,Rafael Costa,SP,1,cartao_credito,3,-22.19,-48.79
66b802457ce0860a5a5c535f,Boneca bebê,brinquedos,64.23,1.0044933366,2021-12-10,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
66b802457ce0860a5a5c5360,Kit banquetas,moveis,426.89,23.2617127677,2021-12-10,Mariana Ferreira,SP,4,cartao_credito,4,-22.19,-48.79
66b802457ce0860a5a5c5361,Lava louças,eletrodomesticos,1858.84,96.5620769253,2022-12-10,Bruno Rodrigues,SP,3,cartao_credito,4,-22.19,-48.79
66b802457ce0860a5a5c5362,Ciência de dados com python,livros,61.12,6.4182724491,2022-12-10,Felipe Santos,PA,1,boleto,1,-3.79,-52.48
66b802457ce0860a5a5c5363,Lavadora de roupas,eletrodomesticos,1830.19,97.9832160748,2022-12-10,Bianca Santos,RS,1,boleto,1,-30.17,-53.5
66b802457ce0860a5a5c5364,Panela de pressão,utilidades domesticas,75.32,4.5416679322,2022-12-10,Juliana Costa,SP,5,cartao_credito,8,-22.19,-48.79
66b802457ce0860a5a5c5365,Cadeira de escritório,moveis,472.29,26.5471370076,2022-12-10,Thiago Silva,SP,3,cartao_credito,10,-22.19,-48.79
66b802457ce0860a5a5c5366,Mochila,esporte e lazer,123.31,7.9650018803,2022-12-10,Isabella Pereira,RJ,4,cartao_credito,1,-22.25,-42.66
66b802457ce0860a5a5c5367,Xadrez de madeira,brinquedos,48.44,3.1103887981,2022-12-10,Isabella Pereira,MG,5,boleto,1,-18.1,-44.38
66b802457ce0860a5a5c5368,Ciência de dados com python,livros,57.43,0.0,2022-12-10,Mariana Ferreira,RJ,1,cartao_credito,10,-22.25,-42.66
66b802457ce0860a5a5c5370,Smartwatch,eletronicos,164.29,9.6363634243,2021-01-11,Bianca Santos,GO,1,cartao_credito,1,-15.98,-49.86
66b802457ce0860a5a5c5371,Lava louças,eletrodomesticos,1465.66,78.3251116118,2021-01-11,Bianca Santos,MG,1,boleto,1,-18.1,-44.38
66b802457ce0860a5a5c5372,Jogo de panelas,utilidades domesticas,271.09,14.965831477,2021-01-11,Rafael Costa,RJ,5,cartao_credito,3,-22.25,-42.66
66b802457ce0860a5a5c5373,Impressora,eletronicos,363.89,16.9604868384,2021-01-11,Rafael Costa,RJ,5,boleto,1,-22.25,-42.66
66b802457ce0860a5a5c5374,Bicicleta,esporte e lazer,528.74,29.0422295116,2021-01-11,Pedro Gomes,ES,5,cartao_credito,2,-19.19,-40.34
66b802457ce0860a5a5c5375,Guitarra,instrumentos musicais,1296.74,66.631942949,2022-01-11,Bruno Rodrigues,MG,5,cartao_credito,3,-18.1,-44.38
66b802457ce0860a5a5c5376,Bola de vôlei,esporte e lazer,68.34,4.5273145807,2022-01-11,Felipe Santos,PR,5,cartao_credito,3,-24.89,-51.55
66b802457ce0860a5a5c5377,Cubo mágico 8x8,brinquedos,28.86,2.4765560096,2022-01-11,Camila Ribeiro,RJ,3,cartao_credito,1,-22.25,-42.66
66b802457ce0860a5a5c5378,Dinossauro Rex,brinquedos,18.17,1.9073456695,2022-01-11,Camila Ribeiro,RJ,5,boleto,1,-22.25,-42.66
66b802457ce0860a5a5c5379,Assistente virtual,eletronicos,210.8,12.1643136606,2022-01-11,Rafael Costa,BA,5,cartao_credito,2,-13.29,-41.71
66b802457ce0860a5a5c537a,Celular Plus X42,eletronicos,2491.61,135.834553054,2022-01-11,João Souza,RN,5,cartao_credito,3,-5.81,-36.59
66b802457ce0860a5a5c537b,Dashboards com Power BI,livros,40.33,0.0,2023-01-11,Rafael Costa,SP,5,cartao_credito,5,-22.19,-48.79
66b802457ce0860a5a5c537c,Micro-ondas,eletrodomesticos,514.26,27.665923807,2023-01-11,Juliana Costa,SP,1,boleto,1,-22.19,-48.79
66b802457ce0860a5a5c537d,Iniciando em programação,livros,84.44,2.0806150368,2023-01-11,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
66b802457ce0860a5a5c537e,Dashboards com Power BI,livros,56.23,3.2828551497,2023-01-11,Beatriz Moraes,MG,4,cartao_credito,5,-18.1,-44.38
66b802457ce0860a5a5c537f,Assistente virtual,eletronicos,269.47,14.8795713506,2023-01-11,Pedro Gomes,PR,3,cartao_credito,5,-24.89,-51.55
66b802457ce0860a5a5c5380,Faqueiro,utilidades domesticas,47.34,2.8094893944,2023-01-11,Felipe Santos,PR,3,cartao_credito,10,-24.89,-51.55
66b802457ce0860a5a5c5381,Panela de pressão,utilidades domesticas,82.96,4.948474948,2023-01-11,Felipe Santos,MT,5,cartao_credito,1,-12.64,-55.42
66b802457ce0860a5a5c5382,Blocos de montar,brinquedos,57.07,3.3275826226,2023-01-11,Mariana Ferreira,RJ,4,cartao_credito,10,-22.25,-42.66
66b802457ce0860a5a5c5383,Bola de basquete,esporte e lazer,71.22,10.1718651067,2023-01-11,Camila Ribeiro,MT,1,boleto,1,-12.64,-55.42
66b802457ce0860a5a5c5384,Bola de vôlei,esporte e lazer,53.79,3.3952602031,2023-01-11,Thiago Silva,PB,2,cartao_credito,4,-7.28,-36.72
66b802457ce0860a5a5c5385,Mesa de centro,moveis,189.42,16.4656595133,2023-01-11,Mariana Ferreira,RS,4,cartao_credito,3,-30.17,-53.5
66b802457ce0860a5a5c5391,Kit banquetas,moveis,334.69,18.1100124296,2021-02-11,Rafael Costa,SP,3,cartao_credito,4,-22.19,-48.79
66b802457ce0860a5a5c5392,Carrinho controle remoto,brinquedos,102.53,3.0438531148,2021-02-11,Mariana Ferreira,SP,2,boleto,1,-22.19,-48.79
66b802457ce0860a5a5c5393,Headset,eletronicos,172.12,10.0532873685,2021-02-11,Pedro Gomes,SP,4,cartao_credito,1,-22.19,-48.79
66b802457ce0860a5a5c5394,Xadrez de madeira,brinquedos,40.28,0.0,2021-02-11,Bianca Santos,RJ,5,cupom,1,-22.25,-42.66
66b802457ce0860a5a5c5395,Mesa de jantar,moveis,428.48,20.3997100256,2021-02-11,Bruno Rodrigues,RS,5,cartao_credito,5,-30.17,-53.5
66b802457ce0860a5a5c5396,Celular Plus X42,eletronicos,1742.04,95.9222055632,2021-02-11,Lucas Oliveira,MG,1,boleto,1,-18.1,-44.38
66b802457ce0860a5a5c5397,Carrinho controle remoto,brinquedos,105.32,3.1924122213,2021-02-11,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
66b802457ce0860a5a5c5398,Cama box,moveis,641.44,31.7391893559,2021-02-11,Beatriz Moraes,SP,2,boleto,1,-22.19,-48.79
66b802457ce0860a5a5c5399,Impressora,eletronicos,305.0,16.771436962,2022-02-11,Bianca Santos,CE,3,cartao_credito,7,-5.2,-39.53
66b802457ce0860a5a5c539a,Fone de ouvido,eletronicos,192.37,19.8240673076,2022-02-11,Bruno Rodrigues,SP,5,cartao_credito,5,-22.19,-48.79
66b802457ce0860a5a5c539b,Mesa de centro,moveis,193.44,10.5832239631,2022-02-11,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
66b802457ce0860a5a5c539c,Smartwatch,eletronicos,229.77,12.5176871678,2022-02-11,Isabella Pereira,SP,5,cartao_credito,8,-22.19,-48.79
66b802457ce0860a5a5c539d,Fogão,eletrodomesticos,1176.41,63.580141216,2022-02-11,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
66b802457ce0860a5a5c539e,Panela de pressão,utilidades domesticas,114.34,6.3713869278,2022-02-11,Pedro Gomes,MG,5,cartao_credito,3,-18.1,-44.38
66b802457ce0860a5a5c539f,Impressora,eletronicos,411.77,22.6125258802,2022-02-11,Larissa Alves,MG,1,cartao_credito,2,-18.1,-44.38
66b802457ce0860a5a5c53a0,Faqueiro,utilidades domesticas,64.86,3.9847044001,2022-02-11,Beatriz Moraes,BA,5,boleto,1,-13.29,-41.71
66b802457ce0860a5a5c53a1,Iniciando em programação,livros,86.9,11.0067779349,2022-02-11,Bruno Rodrigues,BA,5,cartao_credito,4,-13.29,-41.71
66b802457ce0860a5a5c53a2,TV Led UHD 4K,eletronicos,3234.13,172.4908188401,2022-02-11,Bruno Rodrigues,SP,5,cartao_credito,3,-22.19,-48.79
66b802457ce0860a5a5c53a3,Cama box,moveis,760.5,46.8739514742,2022-02-11,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
66b802457ce0860a5a5c53a4,Kit banquetas,moveis,347.02,19.0088755489,2023-02-11,Pedro Gomes,RS,5,cartao_credito,1,-30.17,-53.5
66b802457ce0860a5a5c53a5,Fogão,eletrodomesticos,834.26,44.9529397343,2023-02-11,Juliana Costa,MT,5,cartao_credito,5,-12.64,-55.42
66b802457ce0860a5a5c53a6,Jogo de panelas,utilidades domesticas,169.18,9.291451947,2023-02-11,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
66b802457ce0860a5a5c53a7,Cubo mágico 8x8,brinquedos,25.32,0.0,2023-02-11,Bianca Santos,SP,5,cartao_credito,3,-22.19,-48.79
66b802457ce0860a5a5c53a8,Mesa de centro,moveis,246.56,14.016993423,2023-02-11,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
66b802457ce0860a5a5c53b4,Celular ABXY,eletronicos,1698.72,90.9828340896,2021-03-11,Felipe Santos,SP,1,cartao_credito,3,-22.19,-48.79
66b802457ce0860a5a5c53b5,Boneca bebê,brinquedos,65.24,1.0582727981,2021-03-11,Bruno Rodrigues,BA,4,cartao_credito,1,-13.29,-41.71
66b802457ce0860a5a5c53b6,Carrinho controle remoto,brinquedos,119.91,7.2732619373,2021-03-11,Mariana Ferreira,MG,5,cartao_credito,2,-18.1,-44.38
66b802457ce0860a5a5c53b7,Lavadora de roupas,eletrodomesticos,1708.05,88.5329630625,2021-03-11,Isabella Pereira,MG,5,cartao_credito,5,-18.1,-44.38
66b802457ce0860a5a5c53b8,Micro-ondas,eletrodomesticos,580.92,31.2153682668,2021-03-11,Thiago Silva,RS,5,cupom,1,-30.17,-53.5
66b802457ce0860a5a5c53b9,Secadora de roupas,eletrodomesticos,1534.58,79.2962074302,2021-03-11,Rafael Costa,RS,4,cupom,1,-30.17,-53.5
66b802457ce0860a5a5c53ba,Pandeiro,instrumentos musicais,99.75,2.8958264781,2021-03-11,Isabella Pereira,RJ,3,cartao_credito,8,-22.25,-42.66
66b802457ce0860a5a5c53bb,Carrinho controle remoto,brinquedos,78.12,4.6907595086,2021-03-11,Lucas Oliveira,RJ,5,cartao_credito,7,-22.25,-42.66
66b802457ce0860a5a5c53bc,Jogo de copos,utilidades domesticas,56.3,0.0,2021-03-11,João Souza,RJ,1,cartao_credito,10,-22.25,-42.66
66b802457ce0860a5a5c53bd,Ciência de dados com python,livros,56.5,3.9483028573,2022-03-11,Camila Ribeiro,MG,4,cartao_credito,3,-18.1,-44.38
66b802457ce0860a5a5c53be,Dashboards com Power BI,livros,50.06,3.1966489244,2022-03-11,Beatriz Moraes,RS,5,cartao_credito,4,-30.17,-53.5
66b802457ce0860a5a5c53bf,Jogo de tabuleiro,brinquedos,184.28,10.1011324236,2022-03-11,Camila Ribeiro,BA,4,boleto,1,-13.29,-41.71
66b802457ce0860a5a5c53c0,Cubo mágico 8x8,brinquedos,14.9,1.6817953498,2022-03-11,Bruno Rodrigues,MG,4,cartao_credito,2,-18.1,-44.38
66b802457ce0860a5a5c53c1,Smart TV,eletronicos,1774.49,94.7693800264,2022-03-11,Felipe Santos,SP,3,cartao_credito,4,-22.19,-48.79
66b802457ce0860a5a5c53c2,Modelagem preditiva,livros,87.93,2.2664470375,2022-03-11,Mariana Ferreira,SC,5,cartao_credito,2,-27.45,-50.95
66b802457ce0860a5a5c53c3,Modelagem preditiva,livros,62.0,3.5844393877,2023-03-11,Pedro Gomes,SP,4,cartao_credito,3,-22.19,-48.79
66b802457ce0860a5a5c53c4,Modelagem preditiva,livros,97.99,2.8021117729,2023-03-11,João Souza,SC,1,boleto,1,-27.45,-50.95
66b802457ce0860a5a5c53c5,Bateria,instrumentos musicais,1473.13,76.0241797967,2023-03-11,Rafael Costa,SP,1,cartao_credito,3,-22.19,-48.79
66b802457ce0860a5a5c53c6,Fone de ouvido,eletronicos,138.25,7.8925011133,2023-03-11,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
66b802457ce0860a5a5c53c7,Tablet ABXY,eletronicos,2164.79,112.8529940042,2023-03-11,Bruno Rodrigues,SP,1,cartao_credito,10,-22.19,-48.79
66b802457ce0860a5a5c53c8,Jogo de copos,utilidades domesticas,28.18,0.0,2023-03-11,Juliana Costa,SP,4,boleto,1,-22.19,-48.79
66b802457ce0860a5a5c53c9,Cubo mágico 8x8,brinquedos,21.33,1.4188842395,2023-03-11,Larissa Alves,RS,3,boleto,1,-30.17,-53.5
66b802457ce0860a5a5c53ca,Guarda roupas,moveis,690.77,34.3658634514,2023-03-11,Bruno Rodrigues,RS,5,boleto,1,-30.17,-53.5
